   -                                                                                                                            -    \                                                                                                                         Mehrere installierte Pakete mit übereinstimmenden Eingabekriterien gefunden. Bitte verfeinern Sie die Eingabe.
Name                                                        ID
ModelSim - Intel FPGA Starter Edition 20.1.1.720            ARP\Machine\X64\ModelSim - Intel FPGA Starter Edition 20.1…
Mozilla Firefox (de)                                        Mozilla.Firefox.de
Mozilla Maintenance Service                                 ARP\Machine\X64\MozillaMaintenanceService
Notepad++                                                   Notepad++.Notepad++
Microsoft 365 Apps for business - ar-sa                     ARP\Machine\X64\O365BusinessRetail - ar-sa
Microsoft 365 Apps for Business - de-de                     ARP\Machine\X64\O365BusinessRetail - de-de
Microsoft 365 Apps for business - en-us                     ARP\Machine\X64\O365BusinessRetail - en-us
Microsoft OneDrive                                          Microsoft.OneDrive
Phoenix FD for 3ds Max 2024                                 ARP\Machine\X64\Phoenix FD for 3ds Max 2024
Quartus Prime Lite Edition (Free) 23.1std.1.993             ARP\Machine\X64\Quartus Prime Lite Edition (Free) 23.1std.…
Questa - Intel FPGA Starter Edition 23.1std.1.993           ARP\Machine\X64\Questa - Intel FPGA Starter Edition 23.1st…
STM32CubeProgrammer                                         ARP\Machine\X64\STM32CubeProgrammer
STMCUFinder                                                 ARP\Machine\X64\STMCUFinder
PUBG: BATTLEGROUNDS                                         ARP\Machine\X64\Steam App 578080
SumatraPDF                                                  SumatraPDF.SumatraPDF
Surfshark                                                   Surfshark.Surfshark
WinRAR                                                      RARLab.WinRAR
Xilinx DocNav (G:\Xilinx)                                   ARP\Machine\X64\Xilinx_DocNav_2024.1#0
Xilinx Design Tools Vivado ML Standard 2024.1 (G:\Xilinx)   ARP\Machine\X64\Xilinx_Vivado ML Standard_2024.1#0
Xilinx Information Center (G:\Xilinx)                       ARP\Machine\X64\Xilinx_Xilinx Information Center_2024.1#0
NZXT CAM                                                    NZXT.CAM
File Converter                                              AdrienAllard.FileConverter
iTunes                                                      Apple.iTunes
Microsoft .NET SDK 9.0.301 (x64) from Visual Studio         ARP\Machine\X64\{182B409F-D553-4706-AB76-884861DCF22A}
Intel(R) Management Engine Components                       ARP\Machine\X64\{1CEAC85D-2590-4760-800F-8DE5E91F3700}
Microsoft Visual C++ 2010 x64 Redistributable               Microsoft.VCRedist.2010.x64
Marvell FastLinQ Edge Network Adapter Drivers (64 bit)      ARP\Machine\X64\{1F983CE7-9CD2-4E5C-B44F-C2E8E41B8780}
TeighaX 4.00  (x64)                                         ARP\Machine\X64\{2AB65377-C672-498E-BE74-5C60CCFEAC5C}
WireGuard                                                   WireGuard.WireGuard
eSpeak NG                                                   eSpeak-NG.eSpeak-NG
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.… ARP\Machine\X64\{4B6C7001-C7D6-3710-913E-5BC23FCE91E6}
Autodesk Network License Manager                            ARP\Machine\X64\{4BE91685-1632-47FC-B563-A8A542C6664C}
Apple Mobile Device Support                                 Apple.AppleMobileDeviceSupport
Logitech G HUB                                              Logitech.GHUB
Logi Plugin Service                                         ARP\Machine\X64\{53C826D9-FB49-497B-B324-E5257D8E4A48}
Bonjour                                                     Apple.Bonjour
Microsoft Visual C++ 2008 Redistributable - x64             Microsoft.VCRedist.2008.x64
Revo Uninstaller Pro                                        RevoUninstaller.RevoUninstallerPro
Google Drive                                                Google.GoogleDrive
Raspberry Pi Imager                                         RaspberryPiFoundation.RaspberryPiImager
Microsoft Visual Studio Installer                           ARP\Machine\X64\{6F320B93-EE3C-4826-85E0-ADF79F8D4C61}
Java 8                                                      Oracle.JavaRuntimeEnvironment
Microsoft Build of OpenJDK with Hotspot 21                  Microsoft.OpenJDK.21
AusweisApp                                                  Governikus.AusweisApp
Logi Options+                                               Logitech.OptionsPlus
CMake                                                       Kitware.CMake
